64bwyta64	bwytaont
1126codi1126	coden ni
1127cynnull1127	cynullaist
1128claddu1128	claddan nhw
1129ymarfer1129	ymarferasom
1130talu1130	talent
1131pweru1131	pwerais i
1132cofio1132	cofiasem
1133loncian1133	lonciech
1134poeni1134	poenen ni
1135peidio1135	peidir
1136poeni1136	poenwyf
1137cysgu1137	cysgu
1138uno1138	unech chi
1139gwylio1139	gwylir
1140gwylio1140	gwyliwch
1141swyno1141	swynasom
1142cuddio1142	cudden ni
1143gafael1143	gafaelir
1144gwylio1144	gwyli di
1145gweld1145	gwelwyf
1146plannu1146	plennwch
1147llenydda1147	llenydda i
1148hofran1148	hofranwn
1149terfynu1149	terfynwch
1150ciledrych1150	ciledrychodd o
1151gwerthu1151	gwerth
1152lladd1152	lladdai
1153claddu1153	cladda
1154ymolchi1154	ymolchwn
1155stopio1155	stopiaf
1156gafael1156	gafaelem
1157addo1157	addawoch
1158elwa1158	elwch
1159difetha1159	difethont
1160cynnull1160	cynullais i
1161ymuno1161	ymunasid
1162defnyddio1162	defnyddiwch
1163adolygu1163	adolygom
1164taro1164	trawswn
1165gwlychu1165	gwlychwch
1166yfed1166	yfaist
1167sefyll1167	safent
1168cyfarfod1168	cyfarfuasit
1169coginio1169	coginiant
1170mwynhau1170	mwynhânt
1171marchogaeth1171	marchogaist
1172galluogi1172	galluogwch
1173hudo1173	hudedighudadwy
1174canu1174	canasid
1175danfon1175	danfonon nhw
1176gwrthod1176	gwrthodet ti
1177digwydd1177	digwyddwn
1178smygu1178	smygwn
1179croesholi1179	croesholai
1180codi1180	codit
1181casáu1181	casait
1182sylwebu1182	sylwebasem
1183sylwi1183	sylwsoch
1184atal1184	ataliasant
1185hedfan1185	hedfanent
1186casáu1186	casewch
1187arwain1187	arweinien nhw
1188ysu1188	yswn
1189gwario1189	gwariwn ni
1190hoelio1190	hoelient
1191deall1191	deallwyd
1192ennill1192	enillit
1193pydru1193	pydra
1194teithio1194	teithiet ti
1195codi1195	codedigcodadwy
1196rhedeg1196	rhedwn
1197dechrau1197	dechreuai
1198llosgi1198	llosgwch
1199medru1199	medrwyd
1200rhedeg1200	rheden nhw
1201dileu1201	dileer
1202cynnull1202	cynuller
1203canoli1203	canolen ni
1204hoelio1204	hoeliet ti
1205achosi1205	achosoch chi
1206lladd1206	lladdaswn
1207prynu1207	prynom
1208croesholi1208	croesholith o
1209tybio1209	tybiaswn
1210gwrthod1210	gwrthodwch
1211ffurfio1211	ffurfiwch
1212dechrau1212	dechreuen nhw
1213lladd1213	lladdech
1214hofran1214	hofranent
1215aros1215	arhosoch
1216cuddio1216	cuddwch chi
1217ennill1217	enillasant
1218cyfarfod1218	cyfarfyddai
1219ymarfer1219	ymarferai
1220aros1220	arhoswn ni
1221medru1221	medro
1222rhwygo1222	rhwygwn
1223braenu1223	braeni di
1224stopio1224	stopiwch
1225clywed1225	clywn
1226canu1226	canech
1227sylwebu1227	sylwebasant
1228peidio1228	peidiech
1229ennill1229	enillaist
1230meddwl1230	meddylion nhw
1231pydru1231	pydrant
1232cnuchio1232	cnuchion ni
1233ennill1233	enillych
1234talu1234	talen nhw
1235cusanu1235	cusano
1236disgwyl1236	disgwyliasom
1237dychwelyd1237	dychwelit
1238cofio1238	cofiasoch
1239ffurfio1239	ffurfier
1240clywed1240	clywai fo
1241colli1241	colli
1242galluogi1242	galluogedig
1243ystyried1243	ystyriaswn
1244hudo1244	hudit
1245ffili1245	ffilen nhw
1246rhegi1246	rhegwn
1247ysu1247	ysed
1248dychwelyd1248	dychweler
1249anfon1249	anfono
1250pasio1250	pasith o
1251difetha1251	difethi
1252agor1252	agorwch
1253darlunio1253	darluniasem
1254hudo1254	hudodd
1255golchi1255	golchai
1256ymarfer1256	ymarferasid
1257croesi1257	croesiasit
1258claddu1258	cladder
1259dodi1259	dodais
1260ymlacio1260	ymlacien ni
1261cilio1261	ciliet ti
1262sylwebu1262	sylweb
1263awgrymu1263	awgrymasit
1264amgyffred1264	amgyffredech chi
1265dangos1265	dangosodd
1266tacluso1266	taclusasant
1267rhegi1267	rhegi
1268coelio1268	coeliedig
1269digwydd1269	digwyddoch
1270darparu1270	darparasent
1271anghofio1271	anghofiwyd
1272annog1272	anogwch chi
1273tybio1273	tybid
1274ysmygu1274	ysmygasant
1275bwyta1275	bwytaoch
1276difetha1276	difethaist
1277cymryd1277	cymeran nhw
1278dodi1278	dodych
1279dileu1279	dileaswn
1280ysgrifennu1280	ysgrifennom
1281eistedd1281	eisteddais i
1282llanw1282	llanwyd
1283annog1283	anogwch
1284cyrraedd1284	cyraeddasom
1285hudo1285	huden nhw
1286rhegi1286	rhegwn
1287eistedd1287	eisteddwn
1288cerdded1288	cerddedig
1289defnyddio1289	defnyddiwch chi
1290iro1290	irasant
1291rhodio1291	rhodiasom
1292clymu1292	clymith o
1293dychwelyd1293	dychwelan nhw
1294ymweld1294	ymwelwn
1295penderfynu1295	penderfynen nhw
1296penderfynu1296	penderfynwch
1297syrthio1297	syrthier
1298gwrthod1298	gwrthodoch chi
1299ennill1299	enillom
1300loncian1300	lonciaswn
1301ymolchi1301	ymolchai
1302rhedeg1302	rhedech
1303swyno1303	swyn
1304siafio1304	siafiwn i
1305disgyn1305	disgynet ti
1306siafio1306	siafiom
1307rhwygo1307	rhwygedig
1308awgrymu1308	awgrymasant
1309peidio1309	peidiaist ti
1310swyno1310	swynasech
1311casáu1311	casasant
1312teithio1312	teithit
1313ffili1313	ffiler
1314dilyn1314	dilyned
1315bwrw1315	bwrith o
1316llosgi1316	llosgwch
1317niweidio1317	niweidiont
1318cofio1318	cofient
1319ciledrych1319	ciledrychwn
1320teithio1320	teithiom
1321parhau1321	parhawn
1322annog1322	anogasoch
1323rhwygo1323	rhwygasech
1324siarad1324	siarada
1325prynu1325	prynaswn
1326lladd1326	lleddwch
1327gorffen1327	gorffen
1328clywed1328	clywsent
1329nyddu1329	nyddir
1330dychwelyd1330	dychwelaist ti
1331pasio1331	pasiaist ti
1332darllen1332	darllenont
1333torri1333	torrem
1334llenydda1334	llenyddon ni
1335clywed1335	clywen nhw
1336pydru1336	pydrai fo
1337penderfynu1337	penderfynasoch
1338claddu1338	claddir
1339gwylio1339	gwyliedig
1340sefyll1340	safa
1341pwyso1341	pwyswn
1342cyffwrdd1342	cyffyrddon nhw
1343ymuno1343	ymunasem
1344cusanu1344	cusanont
1345atal1345	atalient
1346cofio1346	cofiwch chi
1347cilio1347	cili di
1348galluogi1348	galluogen nhw
1349gwenu1349	gwenaf
1350lluddias1350	lluddian nhw
1351golchi1351	golchasit
1352rhegi1352	rhega i
1353rhwygo1353	rhwygech
1354parhau1354	parheid
1355bwrw1355	bwriwch
1356cysylltu1356	cysylltaswn
1357yfed1357	yfwch chi
1358gafael1358	gafaelent
1359gwenu1359	gwenech
1360dysgu1360	dysga
1361yfed1361	yfwn ni
1362sefyll1362	safasoch
1363siarad1363	siaradais i
1364gallu1364	gallwn
1365ystyried1365	ystyriasech
1366cenhedlu1366	cenhedledig
1367peidio1367	peidiech
1368cenhedlu1368	cenhedlwn
1369marchogaeth1369	marchogir
1370gwylio1370	gwyliais i
1371croeshoelio1371	croeshoelied
1372arwain1372	arweiniasit
1373adolygu1373	adolyget ti
1374difetha1374	difethon nhw
1375gweld1375	gwelon ni
1376peidio1376	peidiet ti
1377clywed1377	clywid
1378ymolchi1378	ymolchen nhw
1379cerdded1379	cerddwch
1380palu1380	palo
1381cyfnewid1381	cyfnewidiais i
1382clywed1382	clywodd
1383llosgi1383	llosgi
1384hudo1384	hudwn
1385rhedeg1385	rhedent
1386codi1386	codwn
1387llanw1387	llenwch
1388difetha1388	difethasid
1389pasio1389	pasien ni
1390amgyffred1390	amgyffredi
1391gwylio1391	gwyliom
1392pwyso1392	pwysodd o
1393braenu1393	braenwn i
1394ymweld1394	ymwelaswn
1395prynu1395	prynid
1396cysgu1396	cysgaswn
1397clymu1397	clymwn
1398niweidio1398	niweidio
1399gadael1399	gadawai
1400defnyddio1400	defnyddiasit
1401mwynhau1401	mwynheuodd o
1402annog1402	anogwch
1403darparu1403	darparont
1404galw1404	galwasoch
1405canu1405	canan nhw
1406dodi1406	doda
1407nyddu1407	nyddaf
1408dangos1408	dangosa
1409croeshoelio1409	croeshoeliodd o
1410lluddias1410	lluddion ni
1411rhedeg1411	rhedet ti
1412rhedeg1412	rhedwch
1413gadael1413	gadawith o
1414atal1414	atalier
1415coelio1415	coeliodd o
1416parhau1416	parheaist
1417ymolchi1417	ymolchi di
1418bwrw1418	bwriwch
1419ymweld1419	ymwelo
1420cuddio1420	cuddech chi
1421tybio1421	tybiaf
1422cuddio1422	cuddais i
1423amau1423	ameuasai
1424cyfarfod1424	cyfarfyddi
1425agor1425	agorwn i
1426caru1426	caraist ti
1427arfer1427	arfero
1428hofran1428	hofrani
1429sgwrsio1429	sgwrsiasid
1430gorffen1430	gorffennwch chi
1431tacluso1431	taclusais
1432ymuno1432	ymunai
1433bwyta1433	bwytwn ni
1434cynnau1434	cyneuwyd
1435ymarfer1435	ymarferent
1436galw1436	galwem
1437disgyn1437	disgynom
1438adolygu1438	adolygwn
1439cloi1439	clowch chi
1440galluogi1440	galluogwn
1441eistedd1441	eisteddi di
1442dangos1442	dangosasit
1443crynu1443	crynwn ni
1444gwenu1444	gwenasai
1445clymu1445	clyman nhw
1446diolch1446	diolch
1447agor1447	agoro
1448tybio1448	tybiwch
1449methu1449	methasid
1450marchogaeth1450	marchogon ni
1451dangos1451	dangosi
1452dilyn1452	dilynych
1453cyfarfod1453	cyfarfydda i
1454cadw1454	cadwasem
1455cyrraedd1455	cyrhaeddid
1456canu1456	cenwch
1457adolygu1457	adolygwyf
1458cusanu1458	cusanon ni
1459tacluso1459	taclusa i
1460addo1460	addawoch chi
1461gafael1461	gafaelit
1462ysu1462	yser
1463addysgu1463	addysger
1464parhau1464	parhaoch
1465claddu1465	claddasem
1466pwyso1466	pwysoch
1467defnyddio1467	defnyddiasem
1468aros1468	arhoson ni
1469torri1469	torrer
1470loncian1470	loncid
1471dysgu1471	dysgasom
1472awgrymu1472	awgrymodd o
1473siarad1473	siaradasem
1474dangos1474	dangosoch
1475siarad1475	siarada i
1476addo1476	addawont
1477gwario1477	gwariai fo
1478aros1478	arhosi
1479cerdded1479	cerddasai
1480dweud1480	dywedwch chi
1481braenu1481	braenwn
1482medru1482	medrwn
1483cysylltu1483	cysyllta
1484claddu1484	claddedig
1485digwydd1485	digwyddasit
1486gwlychu1486	gwlychasant
1487llosgi1487	llosgasoch
1488cuddio1488	cuddech
1489gorffen1489	gorffen
1490colli1490	collon nhw
1491cymryd1491	cymeri di
1492teimlo1492	teimloch chi
1493pasio1493	pasiech chi
1494disgyn1494	disgynwyd
1495lladd1495	lladdwn
1496gweld1496	gwelit
1497rhedeg1497	rhedaswn
1498smygu1498	smyged
1499rhwystro1499	rhwystra
1500smygu1500	smygan nhw
1501siafio1501	siafiem
1502cofio1502	cofiwn
1503ysgrifennu1503	ysgrifennant
1504sgwrsio1504	sgwrsien ni
1505cynnwys1505	cynhwysaf
1506gorchuddio1506	gorchuddiasoch
1507gorchuddio1507	gorchuddir
1508deall1508	deallent
1509medru1509	medrai fo
1510croestorri1510	croestorran nhw
1511canu1511	canais i
1512meddwl1512	meddylien ni
1513dangos1513	dangosen nhw
1514ceisio1514	ceisio
1515ffili1515	ffilasom
1516gorchuddio1516	gorchuddiech chi
1517pweru1517	pweri di
1518gwario1518	gwarian nhw
1519smygu1519	smyger
1520iro1520	irasid
1521cyfarfod1521	cyfarfuasent
1522cerdded1522	cerddi di
1523hoelio1523	hoeliwn
1524medru1524	medrych
1525llyfu1525	llyfedig
1526poeni1526	poenon ni
1527lleoli1527	lleoledig
1528hudo1528	hudwch
1529teimlo1529	teimlit
1530swyno1530	swynwch chi
1531anfon1531	anfonasit
1532dangos1532	dangoso
1533digwydd1533	digwyddi
1534cynnig1534	cynigiasom
1535awgrymu1535	awgrymech
1536edliw1536	edliwiwch
1537gwenu1537	gwenasent
1538marchogaeth1538	marchogi di
1539cwyno1539	cwynasoch
1540arfer1540	arferid
1541casáu1541	casaodd o
1542siafio1542	siafith o
1543talu1543	talasai
1544addysgu1544	addysgoch chi
1545methu1545	methech chi
1546dodi1546	doda i
1547ciledrych1547	ciledrychwn
1548galw1548	galwet ti
1549hudo1549	hudasech
1550credu1550	credaist ti
1551cerdded1551	cerddant
1552anfon1552	anfonasem
1553poeni1553	poenasant
1554gorchuddio1554	gorchuddiom
1555lleihau1555	lleiher
1556niweidio1556	niweidiai fo
1557defnyddio1557	defnyddio
1558ffili1558	ffili
1559deall1559	deallasech
1560condemnio1560	condemnid
1561niweidio1561	niweidio
1562lleoli1562	lleolon nhw
1563casáu1563	caseir
1564ffili1564	ffilon ni
1565cuddio1565	cuddit
1566cysylltu1566	cysylltoch
1567llwyddo1567	llwyddon ni
1568dechrau1568	dechreuan nhw
1569colli1569	collai
1570gorchuddio1570	gorchuddio
1571amnewid1571	amnewidith o
1572hoelio1572	hoeliasom
1573cerdded1573	cerdded
1574amau1574	ameuasoch
1575prynu1575	pryni di
1576crynu1576	crynon nhw
1577dechrau1577	dechreuom
1578hedfan1578	hedfanasem
1579cenhedlu1579	cenhedlech chi
1580cysylltu1580	cysyllten ni
1581dweud1581	dywedodd o
1582gafael1582	gafaelech chi
1583cysgu1583	cysgwn
1584uno1584	unid
1585ymuno1585	ymunoch
1586yfed1586	yfasit
1587ysu1587	ysaswn
1588annog1588	anogont
1589addysgu1589	addysgon nhw
1590gorffen1590	gorffennant
1591gwerthu1591	gwerthasem
1592rhegi1592	rhegont
1593atal1593	ateli
1594ymweld1594	ymwelen nhw
1595digwydd1595	digwyddid
1596dychwelyd1596	dychwelen nhw
1597rhodio1597	rhodiasent
1598dangos1598	dangosech chi
1599ceisio1599	ceisiech
1600clymu1600	clymech
1601disgwyl1601	disgwyliwyf
1602terfynu1602	terfynych
1603lladd1603	lladd
1604clymu1604	clymon nhw
1605meddwl1605	meddylio
1606ysu1606	ysoch chi
1607rhofio1607	rhofiedig
1608gweld1608	gwêl
1609meddwl1609	meddyliaswn
1610cerdded1610	cerddasent
1611torri1611	torro
1612dweud1612	dywedo
1613gwylio1613	gwyliech
1614crynu1614	crynwch
1615crynu1615	crynwn
1616amgyffred1616	amgyffreded
1617mynd1617	elech
1618disgyn1618	disgynent
1619croesi1619	croesiant
1620clywed1620	clywsem
1621tybio1621	tybiasem
1622rhwystro1622	rhwystraist
1623clymu1623	clymech chi
1624gwlychu1624	gwlychais
1625pweru1625	pweron nhw
1626ymolchi1626	ymolchan nhw
1627atal1627	ataliodd
1628addo1628	addawaist ti
1629loncian1629	lonciaf
1630croeshoelio1630	croeshoeliont
1631cysylltu1631	cysyllto
1632smygu1632	smygaist
1633addysgu1633	addysgen ni
1634agor1634	agorer
1635llwyddo1635	llwyddon nhw
1636ennill1636	enillwn i
1637elwa1637	elwi di
1638dysgu1638	dysgent
1639mynd1639	aethont
1640mwynhau1640	mwynheuon nhw
1641llanw1641	llanwit
1642medru1642	medru
1643iro1643	iroch chi
1644cysylltu1644	cysylltai fo
1645gofyn1645	gofynnant
1646annog1646	anogodd o
1647crynu1647	crynwch
1648uno1648	unent
1649codi1649	codasem
1650iro1650	iraist
1651stopio1651	stopiasai
1652golchi1652	golchaist ti
1653claddu1653	claddwn
1654iro1654	irom
1655tacluso1655	tacluset ti
1656cynnwys1656	cynhwysid
1657digwydd1657	digwyddaswn
1658canu1658	canwn
1659cerdded1659	cerddaist
1660cyffwrdd1660	cyffyrddaist
1661lleihau1661	lleihwn
1662sgwrsio1662	sgwrsiwch chi
1663rhoi1663	rhowch
1664cwyno1664	cwynaist
1665aros1665	arhosed
1666coginio1666	coginia i
1667lluddias1667	lluddias
1668galluogi1668	galluogwn
1669canlyn1669	canlynech chi
1670lleoli1670	lleolwn i
1671smygu1671	smygu
1672addo1672	addawom
1673parhau1673	parhaem
1674rhofio1674	rhofi di
1675aros1675	arhosais i
1676codi1676	codais
1677croestorri1677	croestorron ni
1678ysmygu1678	ysmygo
1679cysgu1679	cysgwch
1680pwyso1680	pwysant
1681lluddias1681	lluddiem
1682rhwystro1682	rhwystren ni
1683amau1683	amheua
1684awgrymu1684	awgryma i
1685rhofio1685	rhofiasoch
1686galw1686	galwech
1687ymuno1687	ymunasent
1688gafael1688	gafaelwn ni
1689arwain1689	arweinient
1690anfon1690	anfonoch
1691cusanu1691	cusaner
1692llosgi1692	llosgo
1693cynnull1693	cynulla
1694hedfan1694	hedfanedig
1695caledu1695	caledwch chi
1696ysbrydoli1696	ysbrydolasem
1697ystyried1697	ystyrion nhw
1698dodi1698	dodwyd
1699canlyn1699	canlynasid
1700siarad1700	siaredych
1701cysylltu1701	cysylltech chi
1702gwylio1702	gwyliwch
1703teithio1703	teithient
1704siarad1704	siaradasech
1705annog1705	anogaswn
1706canu1706	canwn
1707condemnio1707	condemniwch
1708canlyn1708	canlynwyd
1709cadw1709	ceidw
1710mwynhau1710	mwynhasai
1711rhedeg1711	rhed
1712sgwrsio1712	sgwrsion nhw
1713arfer1713	arferit
1714croesholi1714	croesholent
1715hedfan1715	hedfanwn i
1716poeni1716	poenasid
1717ystyried1717	ystyriwn
1718rhedeg1718	rhedi
1719defnyddio1719	defnyddiech chi
1720claddu1720	claddon nhw
1721disgwyl1721	disgwyliasent
1722gweld1722	gweler
1723siarad1723	siaradasid
1724dodi1724	dodasom
1725elwa1725	elwon ni
1726cuddio1726	cuddi di
1727ymddwyn1727	ymddygaswn
1728cusanu1728	cusanodd
1729annog1729	anogent
1730rhedeg1730	rheder
1731lluddias1731	lluddiasid
1732mynd1732	aethom
1733crynu1733	cryna
1734palu1734	palan nhw
1735cyfnewid1735	cyfnewidiwn
1736anghofio1736	anghofiet ti
1737amgyffred1737	amgyffredwn
1738cynnull1738	cynulloch chi
1739caledu1739	caleden ni
1740sefyll1740	safem
1741cysgu1741	cysgodd o
1742ennill1742	enillwyd
1743cadw1743	cadwer
1744annog1744	anogasit
1745dychwelyd1745	dychwelych
1746edliw1746	edliwiais
1747darparu1747	darparu
1748arfer1748	arferasent
1749cerdded1749	cerddent
1750condemnio1750	condemnian nhw
1751sgwrsio1751	sgwrsiais i
1752pweru1752	pweren nhw
1753arwain1753	arweiniont
1754casáu1754	casaet ti
1755croesholi1755	croesholer
1756ysu1756	yson nhw
1757cyfnewid1757	cyfnewidi
1758canu1758	canith o
1759gafael1759	gafaelasoch
1760cyfrwyo1760	cyfrwyent
1761rhwystro1761	rhwystrasid
1762diolch1762	diolchech chi
1763loncian1763	lonciech chi
1764ymlacio1764	ymlaciwyf
1765canlyn1765	canlynwn
1766teithio1766	teithion ni
1767dweud1767	dywedasem
1768canu1768	cenaist
1769torri1769	torri di
1770loncian1770	lonciasid
1771dysgu1771	dysgwyf
1772cyffwrdd1772	cyffyrddech
1773stopio1773	stopient
1774croeshoelio1774	croeshoeliwyd
1775cynnwys1775	cynhwysai fo
1776codi1776	codasit
1777aros1777	arhosent
1778anghofio1778	anghofiais
1779ciledrych1779	ciledrychen ni
1780gweld1780	gwelen nhw
1781treisio1781	treisiwyd
1782loncian1782	lonciwn i
1783iro1783	iri di
1784ffurfio1784	ffurfiech
1785difetha1785	difethon ni
1786gorffen1786	gorffenasoch
1787amgyffred1787	amgyffredasent
1788ysu1788	ysu
1789cyrraedd1789	cyrhaeddom
1790ymlacio1790	ymlacio
1791canu1791	canodd
1792terfynu1792	terfynaist ti
1793hoelio1793	hoeliech
1794nyddu1794	nyddi di
1795gwerthu1795	gwerthaist
1796cynnull1796	cynullasid
1797diolch1797	diolchon nhw
1798bwyta1798	bwyta
1799gadael1799	gadawech chi
1800talu1800	tala i
1801siafio1801	siafiwn
1802dysgu1802	dysgont
1803agor1803	agorwch
1804bwyta1804	bwytawn
1805arwain1805	arweiniai fo
1806marchogaeth1806	marchogedig
1807anfon1807	anfonit
1808cysylltu1808	cysylltasoch
1809canu1809	canasit
1810methu1810	methet ti
1811ymolchi1811	ymolched
1812darparu1812	darpara
1813crynu1813	crynais
1814disgyn1814	disgynodd
1815gallu1815	gallet ti
1816bwyta1816	bwytaist ti
1817parhau1817	parhaodd
1818ciledrych1818	ciledrychent
1819ennill1819	enillais i
1820methu1820	methed
1821cadw1821	cadwen ni
1822ymweld1822	ymwelet ti
1823talu1823	talasech
1824syrthio1824	syrthient
1825loncian1825	loncio
1826cyrraedd1826	cyrhaeddoch
1827hudo1827	hudaswn
1828rhodio1828	rhodiasem
1829darparu1829	darparasid
1830torri1830	torroch chi
1831ymlacio1831	ymlaciasit
1832hedfan1832	hedfani di
1833iro1833	irai
1834cyffwrdd1834	cyffyrdder
1835dysgu1835	dysgasid
1836smygu1836	smygedig
1837parhau1837	parhânt
1838danfon1838	danfon
1839cysgu1839	cysgasid
1840canu1840	canen ni
1841arwain1841	arweiniasent
1842difetha1842	difethasent
1843clymu1843	clymwn ni
1844difetha1844	difethom
1845gorchuddio1845	gorchuddiech
1846prynu1846	prynoch
1847ciledrych1847	ciledrychais i
1848hoelio1848	hoelid
1849gwrthod1849	gwrthodith o
1850cofio1850	cofion ni
1851rhegi1851	rhegaist
1852methu1852	methasant
1853teithio1853	teithiwn
1854llosgi1854	llosgai
1855sylwi1855	sylwit
1856uno1856	unen ni
1857siafio1857	siafied
1858niweidio1858	niweidiwyf
1859croesi1859	croesiasem
1860hudo1860	huda
1861cusanu1861	cusanech chi
1862teithio1862	teithi
1863loncian1863	lonciwch
1864ffurfio1864	ffurfio
1865darllen1865	darllenasit
1866iro1866	irech
1867clywed1867	clywom
1868ymuno1868	ymunit
1869galw1869	galwith o
1870dileu1870	dileith o
1871croesi1871	croesaist ti
1872prynu1872	prynasoch
1873amgyffred1873	amgyffreden nhw
1874talu1874	taloch chi
1875llyfu1875	llyfasoch
1876cyffwrdd1876	cyffyrddon ni
1877danfon1877	danfonoch
1878cyffwrdd1878	cyffyrddych
1879ennill1879	enillon ni
1880llenydda1880	llenyddasom
1881nyddu1881	nyddon nhw
1882dychwelyd1882	dychweled
1883gallu1883	gall
1884sylwebu1884	sylwebont
1885rhuthro1885	rhuthrasem
1886awgrymu1886	awgryma
1887darllen1887	darllenodd
1888colli1888	collodd
1889hedfan1889	hedfan
1890elwa1890	elwaf
1891llenydda1891	llenyddwch
1892cerdded1892	cerdded
1893ysu1893	ysom
1894meddwl1894	meddyliwch
1895cynnig1895	cynigiaist
1896cloi1896	clois
1897rhofio1897	rhofiodd o
1898palu1898	palwn
1899penderfynu1899	penderfynwn
1900diolch1900	diolchwch
1901terfynu1901	terfynedig
1902poeni1902	poenech
1903ymolchi1903	ymolcha i
1904galw1904	galwaist ti
1905syrthio1905	syrthiasant
1906llanw1906	llanwent
1907sefyll1907	safwch
1908rhofio1908	rhofiant
1909rhuthro1909	rhuthra i
1910cynnau1910	cyneuon nhw
1911poeni1911	poeno
1912smygu1912	smygech
1913poeni1913	poenwch chi
1914cyfrwyo1914	cyfrwywch
1915darlunio1915	darluniasant
1916codi1916	coda
1917sylwebu1917	sylweba
1918hofran1918	hofranaist
1919canoli1919	canolwn i
1920agor1920	agored
1921swyno1921	swynaist
1922terfynu1922	terfynwn
1923edliw1923	edliwiech
1924cyfrwyo1924	cyfrwyaswn
1925hoelio1925	hoelio
1926rhegi1926	rheger
1927darllen1927	darllenych
1928uno1928	unasech
1929ymddwyn1929	ymddygent
1930cynnig1930	cynigiais
1931achosi1931	achosech chi
1932galw1932	galwedig
1933tacluso1933	taclusasem
1934gwenu1934	gwenasom
1935codi1935	codon nhw
1936danfon1936	danfonent
1937anghofio1937	anghofiaist
1938cwyno1938	cwynwn
1939addysgu1939	addysgi
1940loncian1940	lonci
1941dileu1941	dilewn
1942gadael1942	gadael
1943gwenu1943	gwenwch chi
1944gwerthu1944	gwerthith o
1945gwario1945	gwarioch chi
